no,nama,npsn,nama singkat,kode_pos,telepon,fax,email,alamat,kota,provinsi,Negara,lintang,bujur,akreditasi,Status ,rank_qs,rank_country
5543,STIKES Advaita Medika Tabanan,83065,STIKES AMETA,82114,(0361) 814242,(0361) 814242,onlinestikesadvaitamedika@gmail.com,Jln. Perkutut No.25 Pasekan Belodan Tabanan,Tabanan,Bali,Indonesia,-8.5320783,115.124862,Baik,swasta,NULL,NULL
5544,Akademi Kebidanan Islam Al-hikmah,64104,Akbidal,59645,(0291)4256657,(0291)4256657,akbid.alhikmah@gmail.com,Jalan Raya Mayong Jepara - Kudus km 24,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5545,Sekolah Tinggi Teologi Patria Blitar,233023,STT PATRIA ,66131,(0342) 803062; 80830,(0342) 802156,stt-patria@stt-patria.ac.id," Jl. Jenderal Ahmad Yani No. 37 Blitar, Jawa Timur, Indonesia 
",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5546,Akademi Akuntansi Syafa at Indonesia,34086,NULL,10520,7805261,NULL,NULL,Jalan Kebagusan Dalam I No 4 Pasar Minggu,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5547,Sekolah Tinggi Ilmu Kesehatan Abdurahman Palembang,23134,STIKES Abdurahman,NULL,711424674,7115611015,humas@stikesabdurahman.ac.id,Jl. Sukajaya No.7 Rt.05 RW.01 Kelurahan Sukabangun,Palembang,Sumatera Selatan,Indonesia,-2.950144,104.73522,Baik,swasta,NULL,NULL
5548,Universitas Buddhi Dharma,41060,UBD,15115,215517853,215586820,rektorat@buddhidharma.ac.id ,Jalan Imam Bonjol No 41 Karawaci Tangerang,Tangerang,Banten,Indonesia,-6.1864694,106.6264444,Baik,swasta,NULL,NULL
5549,Akademi Kebidanan St Benedicta Pontianak,114092,-,12345,(0561)733626,(0561)733626,info@akbidbenedicta.ac.id,Jl. Merdeka No. 665 Pontianak Kalimantan-Barat,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5550,STIE Bumi Persada Lhokseumawe,133025,STIE Bumi Persada,24352,64549198,64549198, stie@bumipersada.ac.id,Jln. Banda Aceh Medan No. 59 Alue Awe  Lhokseumawe - Aceh,Lhokseumawe,Aceh,Indonesia,5.1326843,97.1512386,NULL,swasta,NULL,NULL
5551,Akademi Kebidanan Patriot Bangsa Husada,24093,NULL,34165,0725 7020651,0725 27053, ,Jl Raya Lintas Sumatera No 30 Seputih Jaya,Kepulauan Anambas,Kepulauan Riau,Indonesia,4,105,NULL,swasta,NULL,NULL
5552,Universitas Setia Budhi Rangkasbitung,41121,USB Rangkasbitng,NULL,252206715,252206715,hallo@usbr.ac.id,NULL,Lebak,Banten,Indonesia,-6.3547111,106.2608576,Baik,swasta,NULL,NULL
5553,"STAI Al-Azhar Lubuklinggau, Sumatera Selatan",213097,STAI Al-Azhaar Lubuk,31614,0733 322075,0733 322559,alazhaars@gmil.com,Jalan Pelita Kel. Pelita Jaya No.364 RT.07 Kec. Lubuklinggau Barat I Kota Lubukl,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5554,Sekolah Tinggi Ilmu Kesehatan Uniska,63108,NULL,NULL,NULL,NULL,NULL,Jl. Soekarno no.99,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5555,Universitas Prima Indonesia,11033,Unpri,20118,614578870,614578890,contact@unprimdn.ac.id,Jalan Sekip Simpang Sikambing,Medan,Sumatera Utara,Indonesia,3.5988241,98.652809,Unggul,swasta,NULL,NULL
5556,Sekolah Tinggi Ilmu Ekonomi Makassar Bongaya,93027,STIEM Bongaya,90000,411873797,411837280,stiem@stiem-bongaya.ac.id,Jl Letjend Mappaoddang No 28 Makassar,Makassar,Sulawesi Selatan,Indonesia,-5.169304,119.417544,Baik Sekali,swasta,NULL,NULL
5557,STIKES Yarsi Sumatera Barat,103098,STIKes YARSI SUMBAR,26136,(0752) 21169,(0752) 33458,stikesyarsi_bkt@yahoo.co.id,Jalan Tan Malaka Belakang Balok,Bukittinggi,Sumatera Barat,Indonesia,-0.3112505,100.3701072,NULL,swasta,NULL,NULL
5558,Institut Agama Kristen Negeri Manado,222002,IAKN Manado,NULL,NULL,NULL,info@iaknmanado.ac.id,NULL,Minahasa,Sulawesi Utara,Indonesia,1.4474671,124.7625949,Baik,swasta,NULL,NULL
5559,Sekolah Tinggi Teknologi Pelita Bangsa,43264,NULL,15117,"02128518181,82,83,",2128518180,stt@pelitabangsa.ac.id,Komplek Mahkota Mas Blok E 28 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5560,Sekolah Tinggi Agama Islam Al Badar Cipulus Purwakarta,213720,STAI Al Badar,NULL,(0264) 8315073,NULL,staialbadar@gmail.com,NULL,Supiori,Papua,Indonesia,15.1129207,142.3539172,NULL,swasta,NULL,NULL
5561,Sekolah Tinggi Ilmu Ekonomi Mahkota Tricom Unggul,13209,STIE MTU,NULL,6180086201,NULL,stietricom@yahoo.com,NULL,Medan,Sumatera Utara,Indonesia,3.6432344,98.6699904,NULL,swasta,NULL,NULL
5562,STAI Al-Ma`arif Ciamis,213029,STAI Al-Ma'arif Ciam,46211,(0265) 772589,(0265) 772589,stai_almaarif@yahoo.co.id, Jl. Umar Soleh Imbanagara Raya,Bombana,Sulawesi Tenggara,Indonesia,-4.7177252,121.8973742,Baik,swasta,NULL,NULL
5563,Akademi Teknologi Otomotif Nasional,54029,NULL,55281,2747008357,274562612,zaenal_atona@yahoo.com.id,Jalan Lingkar Utara Nganti Sendangadi Mlati Sleman,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5564,Universitas Sjakhyakirti,21013,UNISTI,30145,358320,364300,sa@unisti.ac.id,Jl Sultan Muhammad Mansyur Kb Gede 32 Ilir,Palembang,Sumatera Selatan,Indonesia,-3.001381,104.745152,B,swasta,NULL,NULL
5565,STIKES Muhammadiyah Sidrap,93175,STIKES Muhammadiyah ,12345,42191366,42191366,stkm2009@yahoo.com,Jl. Syarif Al Qadri No. 11 Pangkajene Kabupaten Sidrap,Nunukan,Kalimantan Utara,Indonesia,3.9645876,119.9637805,NULL,swasta,NULL,NULL
5566,Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBIS) Nur Ilmi Al-Ismailiyun,213534,STEBIS,NULL,81231245459, , stebisnurilmialismailiyun@gmail.com,NULL,Lampung Selatan,Lampung,Indonesia,-5.2298511,105.3092426,NULL,swasta,NULL,NULL
5567,Akademi Manajemen Informatika & Komputer Starteck,24009,NULL,0,NULL,NULL,NULL, ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5568,Sekolah Tinggi Teknologi Kedirgantaraan,53018,STTKD,55000,0274 418248,0274 418248,mail@sttkd.ac.id,"Jalan Parangtritis Km 4,5 ",Bantul,Daerah Istimewa Yogyakarta,Indonesia,-7.8382427,110.3681246,Baik Sekali,swasta,NULL,NULL
5569,Sekolah Tinggi Ilmu Kesehatan Jayapura,143028,NULL,99352,967594731, , stikes_jayapura@yahoo.co.id,Jl. Caravan Sentani no 64. Kabupaten Jayapura,Jayapura,Papua,Indonesia,-2.5688025,140.4923809,Baik,swasta,NULL,NULL
5570,Sekolah Tinggi Ilmu Hukum Sultan Adam,113004,STIH Sultan Adam Ban,70123,5113302963,5113302448,stihsa.banjarmasin@gmail.com,"Jalan Sultan Adam  No.130, Rt.26 Banjarmasin",Banjarmasin,Kalimantan Selatan,Indonesia,-3.2993511,114.6051947,Baik,swasta,NULL,NULL
5571,IKIP Mataram,82003,IKIP Mataram,83126,0370  632082,0370  632082,rektorat@ikipmataram.ac.id,Jalan Pemuda No 59 A Mataram,Mataram,Nusa Tenggara Barat,Indonesia,-8.584146,116.090322,NULL,swasta,NULL,NULL
5572,Universitas Maritim Raja Ali Haji (UMRAH),1052,UMRAH,29124,7717001550,7717038999,email@umrah.ac.id,"Pulau Dompak, Tanjungpinang
Kepulauan Riau",Tanjung Pinang,Kepulauan Riau,Indonesia,0.8704399,104.4757318,Baik Sekali,negeri,NULL,NULL
5573,Akademi Kebidanan Dharma Husada Pekanbaru,174056,akbid Dharma Husada,28282,0761 863603,0761 863603,dharmahusada_pku@yahoo.com,"Jalan Harapan No 1 
tangkerang timur
pekanbaru
riau",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5574,Sekolah Tinggi Ekonomi Islam Bina Muda Bandung,213592,STEI Bina Muda ,40395,2287838476,NULL,binamudastei@gmail.com,Jl. Kapten Sangun Nomor 22 Kecamatan Cicalengka kab Bandung Jawa Barat,Bandung,Jawa Barat,Indonesia,-6.9708588,107.8205417,Baik,swasta,NULL,NULL
5575,STIT Al-Muslihun Tlogo Kanaigoro Blitar,213253,STIT Al Muslihuun,66171,342807422,342807422,stit.almuslihun76@gmail.com,Jl. Raya Gaprang No.3 Kanigoro ,Blitar,Jawa Timur,Indonesia,-8.1172212,112.1882905,Baik,swasta,NULL,NULL
5576,Akademi Keperawatan Buntet Pesantren,44160,AKPER BPC,45102,(0231)635747636985,(0231)635747,office@akperbuntetpesantren.ac.id,Buntet Pesantren Cirebon ,Cirebon,Jawa Barat,Indonesia,-6.80752,108.6114407,Baik,swasta,NULL,NULL
5577,Sekolah Tinggi Ilmu Kesehatan Medistra,13102,STIKes MEDISTRA Lubu,20512,617952262,617952234,stikes.medistra38@gmail.com,Jalan Sudirman No 38 Lubuk Pakam,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5578,Universitas Merdeka Madiun,71042,UNMER,63133,351464427,351497058,universitas@unmer-madiun.ac.id,Jalan Serayu Timur No. 79 ,Madiun,Jawa Timur,Indonesia,-7.648501,111.526712,B,swasta,NULL,NULL
5579,Sekolah Tinggi Ilmu Ekonomi Cirebon,43094,STIE CIREBON,45111,81111122543,NULL,stiecirebon@stiecirebon.ac.id,Jalan Brigjen Dharsono No 33 ,Cirebon,Jawa Barat,Indonesia,-6.7380615,108.5219944,Baik,swasta,NULL,NULL
5580,Universitas Merdeka Malang,71025,Unmer Malang,65146,341568395,341564994,webmaster@unmer.ac.id,Jl Terusan Raya Dieng No 62-64,Malang,Jawa Timur,Indonesia,-7.972522,112.609704,B,swasta,NULL,NULL
5581,Sekolah Tinggi Teologi Dian Eka Sabda Kalimantan Tengah,233310,NULL,74411,6.28E+12,NULL, sttdianekasabda@dehes.org dan sttdes@gmail.com,"Jalan Minun Dehen RT 04
Kelurahan Samba Danum, Kecamatan Tumbang Samba",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5582,Sekolah Tinggi Ilmu Manajemen Saint Mary,33211,STIM Saint Mary,11031,021632 1789,021632 1279,info@saintmary.ac.id, Jalan AM Sangaji No 6 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5583,Sekolah Tinggi Teologi Reformed Injili Lumbantor,233201,STTRIL,0, , ,lumbantorsttreformedinjili@gmail.com, ,Toba,Sumatera Utara,Indonesia,2.4009021,99.2199595,Baik,swasta,NULL,NULL
5584,STIKES Santu Paulus Ruteng,153023,STIKes,86508,3852420046,NULL,stikesstpaulusrtg@gmail.com,"Jl. Jend. Ahmad Yani No.10,Ruteng-Flores-NTT",Manggarai,Nusa Tenggara Timur,Indonesia,-8.612767,120.469465,NULL,swasta,NULL,NULL
5585,Akademi Analis Farmasi Dan Makanan Banda Aceh,134029,AKAFARMA Banda Aceh,23241,81360777015,65132432,akafarmaharapanbangsa@yahoo.co.id,Jalan Tengku Chik Ditiro ,Banda Aceh,Aceh,Indonesia,5.5514351,95.3227305,Baik,swasta,NULL,NULL
5586,Sekolah Tinggi Agama Islam Sumbawa,213732,STAIS Sumbawa,NULL,82236748941,82340097123,staisumbawa1@gmail.com,NULL,Sumbawa,Nusa Tenggara Barat,Indonesia,-8.4393073,117.4337871,Baik,swasta,NULL,NULL
5587,Sekolah Tinggi Teologi Aletheia,233169,STTA,65211,341426617,341426971,sttaletheia@yahoo.com," Jalan. Argopuro 28-34, PO BOX 100",Malang,Jawa Timur,Indonesia,-7.8372479,112.6923501,Baik,swasta,NULL,NULL
5588,Akademi Komunitas Digital Kreatif Malay Batam,176001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5589,STIKES Husada Borneo,113071,STIKES Husada Borneo,70721,0511  4784900,0511  4784900,stikeshusadaborneo@ymail.com,"Jl. A. Yani Km. 30,5 No. 4 Banjarbaru Kalimantan Selatan ",Tanah Bumbu,Kalimantan Selatan,Indonesia,-3.2709087,115.5692492,Baik,swasta,NULL,NULL
5590,STIKES Nahdlatul Ulama Tuban,73149,STIKES NU TUBAN,62315,356321287,356333237,admin@stikesnu.com,"Jl Pangeran Diponegoro No 17 Tuban
Jl Letda Sucipto No 211 Tuban",Tuban,Jawa Timur,Indonesia,-6.8840883,112.0218331,Baik,swasta,NULL,NULL
5591,Politeknik Muhammadiyah Magelang,65004,POLIMMAG,56413,(0293)587151,(0293)587151,politeknikmm@gmail.com,"JL. TENTARA PELAJAR NO. 12 A, MUNTILAN
KAB. MAGELANG, JAWA TENGAH",Magelang,Jawa Tengah,Indonesia,-7.5740552,110.2832671,Baik,swasta,NULL,NULL
5592,STKIP Andi Mattappa,93097,MATAPPA,90611,4102411069,4102112622,office@stkip-andi-matappa.ac.id,Jalan Andi Mauraga No 70 ,Pangkajene Kepulauan,Sulawesi Selatan,Indonesia,-4.8392063,119.5430678,Baik,swasta,NULL,NULL
5593,Akademi Keperawatan Al Hikmah 2 Brebes,64096,AKPER AL HIKMAH 2,52272,(0289)4403912,(0289)4403912,hkmhperawat@yahoo.co.id,Ponpes Al Hikmah 2Sub Timur Desa Benda Kecamatan Sirampog,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
5594,STKIP PGRI Lubuk Linggau,23002,STKIP PGRI Lubukling,31626,733451432,733451432,stkip@stkippgri-lubuklinggau.ac.id,"Jl Mayor Toha, Kel. Air Kuti, Lubuklinggau",Lubuk Linggau,Sumatera Selatan,Indonesia,-3.275008,102.9126935,NULL,swasta,NULL,NULL
5595,Sekolah Tinggi Ekonomi Islam Yogyakarta,213185,STEI YOGYAKARTA,55166,(0274)562927,(0274)562927,steijogja@gmail.com,JL. SUKONANDI NO.11 YOGYAKARTA,Yogyakarta,Daerah Istimewa Yogyakarta,Indonesia,-7.799099,110.3814,Baik,swasta,NULL,NULL
5596,Universitas Islam As-syafiiyah,31021,UIA,13070,021 8462361,021 8464257, info@uia.ac.id,Jl Raya Jatiwaringin No 12 ,Bekasi,Jawa Barat,Indonesia,-6.2620153,106.9105635,Baik Sekali,swasta,NULL,NULL
5597,Akademi Analis Farmasi dan Makanan Putra Indonesia Malang,74085,AKAFARMA PIM,65123,(0341)491132,(0341)485411,akafarma.pim@gmail.com,Jalan Barito No 5 Malang,Malang,Jawa Timur,Indonesia,-7.9601241,112.6400727,Baik,swasta,NULL,NULL
5598,STT BAHTERA JOSIAS,233239,NULL,0,NULL,NULL,NULL, ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5599,Akademi Maritim Indonesia Medan,14005,Akademi Maritim Indo,20116,616615034,616627964,ami_medan@live.com,Jalan Brigjend. Bejo d/h Pertempuran No.125 Pulo Brayan Medan,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5600,Universitas Horizon Indonesia,41127,HorizonU,NULL,8118454800,NULL,info.krw@horizon.ac.id,NULL,Karawang,Jawa Barat,Indonesia,-6.2895023,107.292341,Baik,swasta,NULL,NULL
5601,Sekolah Tinggi Pastoral Kateketik Santo Yohanes Rasul Jayapura,273008,STPK ,99358,967571146,967571146,sekretariat@stpk-jayapura.ac.id,"Komplek Taruna Bhakti Waena, Yabansai, Kec. Heram Rt. 02/ Rw.03 Kota Jayapura Pa",Keerom,Papua,Indonesia,-2.7581931,140.7279406,Baik,swasta,NULL,NULL
5602,Politeknik IDN Bogor,45061,PIDNB,NULL,82210102006,82210102006,info@idn.ac.id,NULL,Bogor,Jawa Barat,Indonesia,-6.5240388,107.0402577,Baik,swasta,NULL,NULL
5603,Universitas Kristen Indonesia,31009,UKI,13630,"021 8094245, 8009190",021 8093948,baa@uki.ac.id; baak@uki.ac.id,"Jalan Mayjen Sutoyo, Cawang ",Administrasi Jakarta Timur,DKI Jakarta,Indonesia,-6.2450595,106.8725742,Unggul,swasta,NULL,NULL
5604,Sekolah Tinggi Teknologi Bandung,43059,STT-Bandung,40235,022 5224000,022 5209272,info@sttbandung.ac.id,Jl. Soekarno-Hatta No. 378 Bandung Jawa Barat,Bandung,Jawa Barat,Indonesia,-6.9480091,107.6011789,Baik,swasta,NULL,NULL
5605,STT BAKTI FILADELFIA,233121,NULL,0,81218154703, , sttbaktifiladelfia@yahoo.co.id, ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5606,Sekolah Tinggi Teologi Injili Betania Medan,233291,NULL,NULL, , , sttibmedan@gmail.com,-,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5607,Sekolah Tinggi Ilmu Al-Qur'an (STIQ) Bima,213521,NULL,NULL,NULL,NULL,stiqbima18@gmail.com,-,Sikka,Nusa Tenggara Timur,Indonesia,-9.1878277,122.1610461,Baik,swasta,NULL,NULL
5608,STAI Darul Falah Cililin Cihampelas Bandung Barat,213114,STAIDAF,40562,2286861757,226864190,staidaf2001@gmail.com,Jl. Cihampelas No. 96 RT 5 RW 2 Ds. Cihampelas Kec. Cihampelas Kab. Bandung Bara,Bandung Barat,Jawa Barat,Indonesia,-6.9278167,107.4836951,Baik,swasta,NULL,NULL
5609,Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,33038,NULL,12270,"(021) 7362445,67",(021) 7363569,pmb@stiebp.ac.id,"Jl Sabar No 66, Pesanggrahan Petukangan Selatan",NULL,NULL,Indonesia,0,0,B,swasta,NULL,NULL
5610,Politeknik Pariwisata NHI Bandung,385006,NULL,NULL,NULL,NULL,NULL,NULL,Bandung,Jawa Barat,Indonesia,-6.8693593,107.5941416,Unggul,swasta,NULL,NULL
5611,Sekolah Tinggi Teologi Sangkakala,233148,STTS,0,298316019,298329429,"sttsangkakala@yahoo.com, admin@sttsangkakala.ac.id"," Jl. Salatiga - Kopeng Km. 7
Salatiga, Jawa Tengah",Semarang,Jawa Tengah,Indonesia,-7.3689029,110.4565939,Baik,swasta,NULL,NULL
5612,Institut Sains Dan Teknologi Pembangunan Indonesia,92001,NULL,90113,0411  312556,0411  312556, kampus.istpimakassar@gmail.com,Jalan Jenderal Sudirman No 42 ,Makassar,Sulawesi Selatan,Indonesia,-5.1828045,119.462382,NULL,swasta,NULL,NULL
5613,STIKES Pasapua Ambon,123059,STIKES Pasapua Ambon,12345,NULL,NULL,pasapuaambon@gmail.com ,Ambon ,Maluku Tengah,Maluku,Indonesia,-3.6200197,128.2848403,Baik,swasta,NULL,NULL
5614,Sekolah Tinggi Bibelvrouw HKBP Laguboti,233292,STB HKBP Laguboti,NULL,632331502,632331502,stb.hkbp@gmail.com,-,Toba,Sumatera Utara,Indonesia,2.3527944,99.1250653,Baik,swasta,NULL,NULL
5615,Universitas Pembangunan Nasional Veteran Jatim,71064,UPNVJ ,60294,318706369,318706372,admik@upnjatim.ac.id,Jl Raya Rungkut Madya Gunung Anyar Surabaya,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5616,Institut Sains dan Kesehatan Bone,92014,ISKB,NULL,4812931877,4812931877,iskb.sipatokkong@gmail.com,NULL,Bone,Sulawesi Selatan,Indonesia,-4.5314847,120.3094554,NULL,swasta,NULL,NULL
5617,Sekolah Tinggi Ilmu Kesehatan Panti Kosala,63123,STIKES Panti Kosala,NULL,(0271) 621313,(0271) 621672,stikespantikosala@gmail.com,NULL,Sukoharjo,Jawa Tengah,Indonesia,-7.6052529,110.7961886,Baik Sekali,swasta,NULL,NULL
5618,Sekolah Tinggi Ilmu Hukum Ypm Sepanjang,73109,NULL,61257,317885205,317885205,stypm@hotmail.com,Jl Raya Ngelom 86 Sepanjang ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5619,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Biak,143031,NULL,0,82173247391, , stkipbiak@yahoo.com, ,Supiori,Papua,Indonesia,1.162452,136.080798,Baik,swasta,NULL,NULL
5620,AMIK Mahaputra Riau,174059,AMP,28294,761563872,761679927,amp.riau@gmail.com,Jalan Hr. Subrantas No. 77 KM. 12 Panam - Pekanbaru - Riau,Pekanbaru,Riau,Indonesia,0.4639818,101.3798088,Baik,swasta,NULL,NULL
5621,IAIN Samarinda,202027,NULL,-    ,541742193,541206472,iainsamarinda@iain-samarinda.ac.id,Jln. H.A.M. Rifaddin Samarinda Seberang,Samarinda,Kalimantan Timur,Indonesia,-0.565975,117.110694,B,swasta,NULL,NULL
5622,Akademi Kimia Analisis,434003,AKA,16154,2518650351,2518650352,akainfo@aka.ac.id," Jalan Pangeran Sogiri Nomor 283, Tanah Baru - Kota Bogor",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5623,Institut Agama Islam Pemalang,212142,INSIP,52319,+62 284 3291929 ,NULL,official@insipemalang.ac.id,"Jalan Letjend DI Panjaitan No. 3 KM 3, Paduraksa, Kecamatan Pemalang",Pemalang,Jawa Tengah,Indonesia,-6.9440265,109.3864006,NULL,swasta,NULL,NULL
5624,Sekolah Tinggi Manajemen Immi,33077,STIMA IMMI,12530,217817823,217815144,programmanajemen@stimaimmi.ac.id,Jl. Raya Tanjung Barat No. 11 Pasar Minggu Jakarta Selatan,Administrasi Jakarta Selatan,DKI Jakarta,Indonesia,-6.2897103,106.843822,Baik Sekali,swasta,NULL,NULL
5625,Sekolah Tinggi Agama Kristen Marturia Yogyakarta,233034,STAK Marturia Jogja,55281,0274 489155,0274 489155,info@stakmarturia.ac.id,"JL. Nologaten 137, Nologaten, Caturtunggal, Depok ",Sleman,Daerah Istimewa Yogyakarta,Indonesia,-7.7764193,110.4026806,NULL,swasta,NULL,NULL
5626,"STAI Madina (STAIM) Panyabungan, Mandailing Natal, Sumatera Utara",213366,NULL,NULL,NULL,NULL,blu_staimadina@yahoo.co.id,-,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5627,Universitas Nusa Lontar Rote,151007,UNSTAR ROTE,85111,380871215,380871087,univnusalontarrote@yahoo.com,Kompleks Unstar Mokdale Ba a Kabupaten Rote Ndao,Rote Ndao,Nusa Tenggara Timur,Indonesia,-10.748312,123.055762,Baik,swasta,NULL,NULL
5628,Politeknik Agroindustri,45022,PolAgro,41256,NULL,NULL,polagroshs@gmail.com,"Komp. PT. Sang Hyang Seri DC1-DC2, Sukamandi Subang Jawa Barat",Subang,Jawa Barat,Indonesia,-6.336909,107.6641403,Baik,swasta,NULL,NULL
5629,STIMIK Pro Visi,63058,STMIK PROVISI,50127,243510827,243510828,info@provisi.ac.id,Jalan Pattimura No 32-34 ,Semarang,Jawa Tengah,Indonesia,-7.007238,110.460297,NULL,swasta,NULL,NULL
5630,Akademi Farmasi Mahadhika,34202,AKFAR MAHADHIKA,13750,218400742,218400742,akfarmhd@yahoo.co.id,"Jl. Suci No.9A, Susukan Ciracas",Administrasi Jakarta Timur,DKI Jakarta,Indonesia,-6.312759,106.869672,NULL,swasta,NULL,NULL
5631,Sekolah Tinggi Agama Kristen Ampari Serui,233260,STAK AMPARI SERUI,0,81240059639, 093  34178,hugo_ansanay@yahoo.com," Jl. Pertamina, Serui, Papua.
Telp. (0893) 34178, Fax. 34188.",Kepulauan Yapen,Papua,Indonesia,-1.8546127,136.2473791,NULL,swasta,NULL,NULL
5632,IAIN Jember,202028,IAIN Jember,-    ,331487550,331427005,info@iain-jember.ac.id,-,Jember,Jawa Timur,Indonesia,-8.1944401,113.656944,B,swasta,NULL,NULL
5633,STIKES Widyagama Husada Malang,73145,WGH,36259,341.40615,341.471277,stikes_widyagama@yahoo.co.id,"Kampus A Jalan Sudimoro nomor 16 Mojolangu, Kecamatan Lowokwaru",Malang,Jawa Timur,Indonesia,-7.937143,112.632624,Baik,swasta,NULL,NULL
5634,Apikes Bhakti Mulia,64083,NULL,57527,271592577,271592577,NULL,Jl Raya Solo-Sukoharjo Km 9 Komplek RS Nirmala Suri,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5635,Sekolah Tinggi Ilmu Ekonomi Syariah Imam Asy Syafii Pekanbaru Riau,213554,STIES IMSYA,28283,87819226685,NULL,stiesimamasysyafii.pku@gmail.com,"Jl Soekarno Hatta RT 02 RW 10, Kelurahan Maharatu, Kecamatan Marpoyan Damai, Kota Pekanbaru, Provinsi Riau",Jayapura,Papua,Indonesia,1.3165528,141.6214944,NULL,swasta,NULL,NULL
5636,Institut Agama Islam Diniyyah Pekanbaru,212124,IAIDPKU,NULL,8117069222,76163741,admin@diniyah.ac.id,NULL,Pekanbaru,Riau,Indonesia,0.5073076,101.4386778,Baik,swasta,NULL,NULL
5637,Akademi Teknik Mesin Industri Surakarta,64003,NULL,57102,271714466,271714390,atmi@indo.net.id,Jalan Adisucipto ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5638,Universitas Muhammadiyah Tapanuli Selatan,11014,UMTS,22716,(0634)21696,(0634)21696,bau@um-tapsel.ac.id,Jalan St Mohd Arief No 32 Padangsidimpuan,Padangsidimpuan,Sumatera Utara,Indonesia,1.3911728,99.2714056,B,swasta,NULL,NULL
5639,Universitas Nahdlatul Ulama Yogyakarta,51023,NULL,55162,274414708,NULL,info@unu-jogja.ac.id,"Jl Lowanu No 47, Sorosutan, Umbulharjo, Yogyakarta, D.I. Yogyakarta",Yogyakarta,Daerah Istimewa Yogyakarta,Indonesia,-7.8197045,110.3765204,Baik,swasta,NULL,NULL
5640,Sekolah Tinggi Ilmu Syariah (STIS) Darul Ulum Lampung Timur,213541,STIS DU,-    ,7257856601, ,humas@stisdulamtim.ac.id,Sumbergede 56.A Sekampung Lampung Timur ,Lampung Timur,Lampung,Indonesia,-5.129466,105.442165,NULL,swasta,NULL,NULL
5641,Akademi Ilmu Pemasyarakatan,364001,AKIP,16514,217545096,217545096,AKIP04@yahoo.com," Jl. Raya Gandul No.04
Cinere - Depok",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5642,Sekolah Tinggi Teologi Terpadu Waingapu,233253,NULL,87113,(0387) 2560139,38761412, sttterpadu@yahoo.co.id," Jl. Kedelai No. 11 Matawai
Waingapu",Sumba Timur,Nusa Tenggara Timur,Indonesia,-9.6530886,120.2603441,NULL,swasta,NULL,NULL
5643,STT Taman Firdaus Jakarta,233320,NULL,NULL,021  8370  2964,021  8370  2869,stt_tamanfirdaus@yahoo.com,"Jl, Kyai Caringin Blok A No. 10 A Cideng",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5644,STIKES Dian Husada,73140,NULL,61363,321324774,321324774,stikesdianhusada@yahoo.com,Ds Teras Jl Raya Tambakagung Kecamatan Puri,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
5645,Sekolah Tinggi Ilmu Tarbiyah (STIT) Al-Chaeriyah Mamuju Sulawesi Barat,213518,NULL,NULL,6.28E+12,NULL,stit.alchaeriyahmamauju@yahoo.com,-,Mamuju,Sulawesi Barat,Indonesia,-2.687323,118.867423,Baik,swasta,NULL,NULL
5646,Politeknik Pertanian Negeri Pangkajene Kepulauan,5020,Politani Pangkep,90655,8114162260,NULL,humas@polipangkep.ac.id,"Poros Makassar-parepare Km 83 , Desa Manadlle, Kec. Mandalle, Kabupaten Pangkaje",Pangkajene Kepulauan,Sulawesi Selatan,Indonesia,-4.5688173,119.59884,B,negeri,NULL,NULL
